entity_id,colour_temperature,colour_temperature_value,created_at,dimension,dimmable,dimmable_value,energylabel_type,farbtemperatur_filter,farbtemperatur_filter_value,gtin,label,lamp_holder,lamp_holder_value,lamp_max,lamp_max_value,luminous_flux,luminous_flux_value,luminous_intensity,manufacturer,manufacturer_value,manufacturer_sku,name,price,sku,small_image,thumbnail,updated_at,url_key,variation,variation_value,variation_text,visibility,voltage,voltage_value
193367,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:38,"L: 120mm, Ø: 80mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085614727,,27628,E27,35078,7 W,34654,806 lm,,27560,Sigor,6147201,Globe LED E27 7-60W/927 klar Dim,11,703413,/s/i/sigor_6147201_564997.jpg,/s/i/sigor_6147201_564997.jpg,2023-02-13 03:05:13,sigor-globe-led-e27-7-60w-927-klar-dim-703413,,,,1,47963,230
193368,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:38,"L: 60mm, Ø: 30mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085614611,,27629,E14,33616,"2,5 W",31674,250 lm,,27560,Sigor,6146101,"Filament Röhre S28 LED E14 2,5-25W/827 klar",7,703418,/s/i/sigor_6146101_565001.jpg,/s/i/sigor_6146101_565001.jpg,2023-02-13 03:05:13,sigor-filament-rohre-s28-led-e14-2-5-25w-827-klar-703418,,,,1,47963,230
193369,48648,Warmweiß Extra 2700 K - Warmweiß Extra 2200 K,2022-04-06 23:00:38,"L: 110mm, Ø: 40mm",5440,Dimmbar,68039,64546,Variabel,4028085580855,,27629,E14,32703,"5,5 W",32704,470 lm,,27560,Sigor,5808501,"LED Ecolux Kerzenlampe E27 5,5-40W Opal DTW",9,703422,/s/i/sigor_5808501_564993.jpg,/s/i/sigor_5808501_564993.jpg,2023-02-13 03:05:13,sigor-led-ecolux-kerzenlampe-e27-5-5-40w-opal-dtw-703422,,,,1,47963,230
193370,48648,Warmweiß Extra 2700 K - Warmweiß Extra 2200 K,2022-04-06 23:00:38,"L: 90mm, Ø: 50mm",5440,Dimmbar,68039,64546,Variabel,4028085580886,,27629,E14,32703,"5,5 W",32704,470 lm,,27560,Sigor,5808801,"LED Ecolux Kugellampe E14 5,5-40W Opal DTW",9,703424,/s/i/sigor_5808801_564994.jpg,/s/i/sigor_5808801_564994.jpg,2023-02-13 03:05:13,sigor-led-ecolux-kugellampe-e14-5-5-40w-opal-dtw-703424,,,,1,47963,230
193371,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:38,"L: 60mm, Ø: 30mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085578098,,27629,E14,49333,"1,5 W",30006,144 lm,,27560,Sigor,5780901,"LED Ecolux Birnform E14 1,5-15W/827 Opal",5,703425,/s/i/sigor_5780901_564992.jpg,/s/i/sigor_5780901_564992.jpg,2023-02-13 03:05:13,sigor-led-ecolux-birnform-e14-1-5-15w-827-opal-703425,,,,1,47963,230
193372,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:38,"L: 39.5mm, Ø: 35mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,8718699659486,,38277,GU4,35070,"2,3 W",29400,184 lm,400 Cd,27556,Philips,phil659486,"CorePro LEDspot 2,3-20W GU4 827 MR11 36°",15,703528,/p/h/philips-core-pro-gu4_565936.jpg,/p/h/philips-core-pro-gu4_565936.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-2-3-20w-gu4-827-mr11-36-703528,,,,1,47963,230
193373,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 45mm, Ø: 50mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,8719514307049,,27602,GU5.3,42667,"2,9 W",29082,230 lm,560 Cd,27556,Philips,phil307049,"CorePro LEDspot 2,9-20W GU5.3 827 MR16 36°",7,703584,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-2-9-20w-gu5-3-827-mr16-36-703584,,,,1,47963,230
193374,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 45mm, Ø: 50mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,8719514307063,,27602,GU5.3,48662,"4,4 W",33966,345 lm,650 Cd,27556,Philips,phil307063,"CorePro LEDspot 4,4-35W GU5.3 827 MR16 36°",7,703585,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-4-4-35w-gu5-3-827-mr16-36-703585,,,,1,47963,230
193375,27859,Neutralweiß 4000 K,2022-04-06 23:00:39,"L: 45mm, Ø: 50mm",5439,Nicht dimmbar,68039,64480,Neutralweiß,8719514307087,,27602,GU5.3,48662,"4,4 W",38222,390 lm,750 Cd,27556,Philips,phil307087,"CorePro LEDspot 4,4-35W GU5.3 840 MR16 36°",7,703586,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-4-4-35w-gu5-3-840-mr16-36-703586,,,,1,47963,230
193376,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 45mm, Ø: 50mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,8718696814710,,27602,GU5.3,35078,7 W,39583,621 lm,1400 Cd,27556,Philips,phil814710,CorePro LEDspot 7-50W GU5.3 827 MR16 36°,14,703587,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-7-50w-gu5-3-827-mr16-36-703587,,,,1,47963,230
193377,27859,Neutralweiß 4000 K,2022-04-06 23:00:39,"L: 45mm, Ø: 50mm",5439,Nicht dimmbar,68039,64480,Neutralweiß,8718696814796,,27602,GU5.3,35078,7 W,29939,660 lm,1500 Cd,27556,Philips,phil814796,CorePro LEDspot 7-50W GU5.3 840 MR16 36°,15,703588,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,/p/h/philips-core-pro-spot-gu5-3_565938.jpg,2023-02-13 03:05:13,philips-corepro-ledspot-7-50w-gu5-3-840-mr16-36-703588,,,,1,47963,230
193379,68803,Warmweiß Extra 1800 K,2022-04-06 23:00:39,"L: 190mm, Ø: 30mm",5440,Dimmbar,67950,,,4028085612556,,27628,E27,,,31674,250 lm,,27560,Sigor,6125501,Curved Röhren LED DIM,0,c74641,/s/i/sigor_6125501_564985.jpg,/s/i/sigor_6125501_564985.jpg,2023-02-13 02:08:21,sigor-curved-rohren-led-dim-c74641,,,,4,47963,230
193380,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 100mm, Ø: 40mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085614352,,27629,E14,,,32704,470 lm,,27560,Sigor,6143501,LED Filament Kerzenlampen gedreht klar DIM,0,c74645,/s/i/sigor_6143501_564998.jpg,/s/i/sigor_6143501_564998.jpg,2023-02-13 02:08:21,sigor-led-filament-kerzenlampen-gedreht-klar-dim-c74645,,,,4,47963,230
193381,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 120mm, Ø: 80mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085614727,,27628,E27,,,34654,806 lm,,27560,Sigor,6147201,LED Filament Globelampen 80mm klar DIM,0,c74646,/s/i/sigor_6147201_564997.jpg,/s/i/sigor_6147201_564997.jpg,2023-02-13 02:08:21,sigor-led-filament-globelampen-80mm-klar-dim-c74646,,,,4,47963,230
193383,48648,Warmweiß Extra 2700 K - Warmweiß Extra 2200 K,2022-04-06 23:00:39,"L: 110mm, Ø: 40mm",5440,Dimmbar,68039,64546,Variabel,4028085580855,,27629,E14,,,32704,470 lm,,27560,Sigor,5808501,LED Ecolux Kerzenlampen- DimToWarm,0,c74648,/s/i/sigor_5808501_564993.jpg,/s/i/sigor_5808501_564993.jpg,2023-02-13 02:08:21,sigor-led-ecolux-kerzenlampen-dimtowarm-c74648,,,,4,47963,230
193384,48648,Warmweiß Extra 2700 K - Warmweiß Extra 2200 K,2022-04-06 23:00:39,"L: 90mm, Ø: 50mm",5440,Dimmbar,68039,64546,Variabel,4028085580886,,27629,E14,,,32704,470 lm,,27560,Sigor,5808801,LED Ecolux Kugellampen- DimToWarm,0,c74649,/s/i/sigor_5808801_564994.jpg,/s/i/sigor_5808801_564994.jpg,2023-02-13 02:08:20,sigor-led-ecolux-kugellampen-dimtowarm-c74649,,,,4,47963,230
193385,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 60mm, Ø: 30mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085578098,,27629,E14,,,30006,144 lm,,27560,Sigor,5780901,LED Ecolux Birnformlampen- DimToWarm,0,c74650,/s/i/sigor_5780901_564992.jpg,/s/i/sigor_5780901_564992.jpg,2023-02-13 02:08:20,sigor-led-ecolux-birnformlampen-dimtowarm-c74650,,,,4,47963,230
193386,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:39,"L: 39.5mm, Ø: 35mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,8718699659486,,38277,GU4,,,29400,184 lm,400 Cd,27556,Philips,phil659486,CorePro LEDspot GU4 / 827,0,c74751,/p/h/philips-core-pro-gu4_565936.jpg,/p/h/philips-core-pro-gu4_565936.jpg,2023-02-13 02:08:26,philips-corepro-ledspot-gu4-827-c74751,,,,4,47963,230
193388,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:50,"L: 69mm, Ø: 111mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085574939,27766,27603,GU10,39545,15 W,28700,1100 lm,,27560,Sigor,5749301,LED Luxar Glas ES111 GU10 15-100W/927 40° DIM,34,703369,/s/i/sigor_5749301_565919.jpg,/s/i/sigor_5749301_565919.jpg,2023-02-13 03:05:13,sigor-led-luxar-glas-es111-gu10-15-100w-927-40-dim-703369,68514,15 W - Abstrahlwinkel: 40°,15 W - Abstrahlwinkel: 40°,1,47963,230
193389,27719,Warmweiß Extra 2700 K,2022-04-06 23:00:50,"L: 69mm, Ø: 111mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085574908,"27766,27736",27603,GU10,39545,15 W,28700,1100 lm,,27560,Sigor,5749001,LED Luxar Glas ES111 GU10 15-100W/927 25° DIM,34,703376,/s/i/sigor_5749001_565918.jpg,/s/i/sigor_5749001_565918.jpg,2023-02-13 03:05:13,sigor-led-luxar-glas-es111-gu10-15-100w-927-25-dim-703376,68694,15 W - Abstrahlwinkel: 25°,15 W - Abstrahlwinkel: 25°,1,47963,230
193390,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:34,"L: 104mm, Ø: 60mm",5440,Dimmbar,68039,64479,Warmweiß Extra,8719514361225,,27628,E27,48594,"7,2 W",33504,650 lm,,27556,Philips,phil361225,"Master Value LEDbulb 7,2-50W A60 E27 927 Silber Dim",13,703506,/p/h/philips-master-value-a60-kopfverspiegelt-silber_565962.jpg,/p/h/philips-master-value-a60-kopfverspiegelt-silber_565962.jpg,2023-02-13 03:05:13,philips-master-value-ledbulb-7-2-50w-a60-e27-927-silber-dim-703506,,,,1,47963,230
193391,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 39.5mm, Ø: 35mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,8719514359901,,38277,GU4,33620,"3,5 W",28619,200 lm,1000 Cd,27556,Philips,phil359901,"MASTER LEDspot 3,5-20W GU 827 MR11 24°",15,703527,/p/h/philips-master-ledspot-gu4_566580.jpg,/p/h/philips-master-ledspot-gu4_566580.jpg,2023-02-13 03:05:13,philips-master-ledspot-3-5-20w-gu-827-mr11-24-703527,,,,1,47963,230
193392,48664,Warmweiß Extra 2200 K - Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 45mm, Ø: 50mm",5440,Dimmbar,67950,64546,Variabel,8719514307308,,27602,GU5.3,68819,"5,8 W",33966,345 lm,800 Cd,27556,Philips,phil307308,"MASTER LEDspot 5,8-35W GU5.3 927 MR16 36° DimTone",25,703571,/p/h/philips-master-ledspot-gu5.3-dimtone_566238.jpg,/p/h/philips-master-ledspot-gu5.3-dimtone_566238.jpg,2023-02-13 03:05:13,philips-master-ledspot-5-8-35w-gu5-3-927-mr16-36-dimtone-703571,,,,1,47963,230
193393,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514333918,,30367,G53,68820,"10,8 W",29183,680 lm,8000 Cd,27556,Philips,phil333918,"MASTER LEDspot ExpertColor 10,8-50W G53 927 AR111 8° Dim",43,703529,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:13,philips-master-ledspot-expertcolor-10-8-50w-g53-927-ar111-8-dim-703529,,,,1,47963,230
193394,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8719514333970,,30367,G53,68820,"10,8 W",28735,700 lm,8000 Cd,27556,Philips,phil333970,"MASTER LEDspot ExpertColor 10,8-50W G53 930 AR111 8° Dim",43,703530,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-10-8-50w-g53-930-ar111-8-dim-703530,,,,1,47963,230
193395,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514333932,,30367,G53,68820,"10,8 W",29183,680 lm,2800 Cd,27556,Philips,phil333932,"MASTER LEDspot ExpertColor 10,8-50W G53 927 AR111 24° Dim",43,703531,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-10-8-50w-g53-927-ar111-24-dim-703531,,,,1,47963,230
193396,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8719514333994,,30367,G53,68820,"10,8 W",28735,700 lm,2800 Cd,27556,Philips,phil333994,"MASTER LEDspot ExpertColor 10,8-50W G53 930 AR111 24° Dim",48,703532,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-10-8-50w-g53-930-ar111-24-dim-703532,,,,1,47963,230
193397,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514333956,,30367,G53,68820,"10,8 W",29183,680 lm,1200 Cd,27556,Philips,phil333956,"MASTER LEDspot ExpertColor 10,8-50W G53 927 AR111 40° Dim",43,703533,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-10-8-50w-g53-927-ar111-40-dim-703533,,,,1,47963,230
193398,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8719514334014,,30367,G53,68820,"10,8 W",28735,700 lm,1200 Cd,27556,Philips,phil334014,"MASTER LEDspot ExpertColor 10,8-50W G53 930 AR111 40° Dim",43,703534,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-10-8-50w-g53-930-ar111-40-dim-703534,,,,1,47963,230
193399,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514333796,,30367,G53,68821,"14,8 W",28296,1000 lm,3000 Cd,27556,Philips,phil333796,MASTER LEDspot ExpertColor 15-75W G53 927 AR111 24° Dim,49,703535,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-15-75w-g53-927-ar111-24-dim-703535,,,,1,47963,230
193400,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8719514333833,,30367,G53,68821,"14,8 W",28296,1000 lm,3000 Cd,27556,Philips,phil333833,MASTER LEDspot ExpertColor 15-75W G53 930 AR111 24° Dim,49,703536,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-15-75w-g53-930-ar111-24-dim-703536,,,,1,47963,230
193401,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514333819,,30367,G53,68821,"14,8 W",28296,1000 lm,1400 Cd,27556,Philips,phil333819,MASTER LEDspot ExpertColor 15-75W G53 927 AR111 40° Dim,49,703538,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-15-75w-g53-927-ar111-40-dim-703538,,,,1,47963,230
193402,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 61mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8719514333857,,30367,G53,68821,"14,8 W",28296,1000 lm,1400 Cd,27556,Philips,phil333857,MASTER LEDspot ExpertColor 15-75W G53 930 AR111 40° Dim,49,703539,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-expertcolor-15-75w-g53-930-ar111-40-dim-703539,,,,1,47963,230
193403,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 62mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514705114,,30367,G53,30391,20 W,38598,1160 lm,3800 Cd,27556,Philips,phil705114,MASTER LEDspot 20-100W G53 927 AR111 24° Dim,60,703541,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-20-100w-g53-927-ar111-24-dim-703541,,,,1,47963,230
193404,27715,Warmweiß 3000 K,2022-04-07 23:01:45,"L: 62mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8718699705152,,30367,G53,30391,20 W,28849,1200 lm,3800 Cd,27556,Philips,phil705152,MASTER LEDspot 20-100W G53 930 AR111 24° Dim,60,703542,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-20-100w-g53-930-ar111-24-dim-703542,,,,1,47963,230
193405,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:45,"L: 62mm, Ø: 111mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8718699705138,,30367,G53,30391,20 W,38598,1160 lm,1800 Cd,27556,Philips,phil705138,MASTER LEDspot 20-100W G53 927 AR111 45° Dim,60,703544,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-20-100w-g53-927-ar111-45-dim-703544,,,,1,47963,230
193406,27715,Warmweiß 3000 K,2022-04-07 23:01:46,"L: 62mm, Ø: 111mm",5440,Dimmbar,67950,64483,Warmweiß,8718699705176,,30367,G53,30391,20 W,28849,1200 lm,1800 Cd,27556,Philips,phil705176,MASTER LEDspot 20-100W G53 930 AR111 45° Dim,60,703545,/p/h/philips-master-ledspot-g53_566582.jpg,/p/h/philips-master-ledspot-g53_566582.jpg,2023-02-13 03:05:14,philips-master-ledspot-20-100w-g53-930-ar111-45-dim-703545,,,,1,47963,230
193407,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514307186,,27602,GU5.3,68819,"5,8 W",37921,450 lm,1100 Cd,27556,Philips,phil307186,"MASTER LEDspot Value 5,8-35W GU5.3 927 MR16 36° Dim",15,703572,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-927-mr16-36-dim-703572,,,,1,47963,230
193408,27715,Warmweiß 3000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64483,Warmweiß,8719514307209,,27602,GU5.3,68819,"5,8 W",28751,460 lm,1200 Cd,27556,Philips,phil307209,"MASTER LEDspot Value 5,8-35W GU5.3 930 MR16 36° Dim",15,703573,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-930-mr16-36-dim-703573,,,,1,47963,230
193409,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8719514307247,,27602,GU5.3,68819,"5,8 W",37921,450 lm,500 Cd,27556,Philips,phil307247,"MASTER LEDspot Value 5,8-35W GU5.3 927 MR16 60° Dim",15,703575,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-927-mr16-60-dim-703575,,,,1,47963,230
193410,27715,Warmweiß 3000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64483,Warmweiß,8719514307261,,27602,GU5.3,68819,"5,8 W",28751,460 lm,500 Cd,27556,Philips,phil307261,"MASTER LEDspot Value 5,8-35W GU5.3 930 MR16 60° Dim",15,703576,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-930-mr16-60-dim-703576,,,,1,47963,230
193411,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64479,Warmweiß Extra,8719514307322,,27602,GU5.3,35074,"7,5 W",39583,621 lm,1400 Cd,27556,Philips,phil307322,"MASTER LEDspot Value 7,5-50W GU5.3 927 MR16 36° Dim",23,703578,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-927-mr16-36-dim-703578,,,,1,47963,230
193412,27715,Warmweiß 3000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64483,Warmweiß,8719514307346,,27602,GU5.3,35074,"7,5 W",33924,630 lm,1500 Cd,27556,Philips,phil307346,"MASTER LEDspot Value 7,5-50W GU5.3 930 MR16 36° Dim",24,703579,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-930-mr16-36-dim-703579,,,,1,47963,230
193413,27719,Warmweiß Extra 2700 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64479,Warmweiß Extra,8719514307384,,27602,GU5.3,35074,"7,5 W",39583,621 lm,650 Cd,27556,Philips,phil307384,"MASTER LEDspot Value 7,5-50W GU5.3 927 MR16 60° Dim",24,703581,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-927-mr16-60-dim-703581,,,,1,47963,230
193414,27715,Warmweiß 3000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64483,Warmweiß,8719514307407,,27602,GU5.3,35074,"7,5 W",33924,630 lm,700 Cd,27556,Philips,phil307407,"MASTER LEDspot Value 7,5-50W GU5.3 930 MR16 60° Dim",24,703582,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-930-mr16-60-dim-703582,,,,1,47963,230
193415,27859,Neutralweiß 4000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64480,Neutralweiß,8719514307223,,27602,GU5.3,68819,"5,8 W",38812,490 lm,1200 Cd,27556,Philips,phil307223,"MASTER LEDspot Value 5,8-35W GU5.3 940 MR16 36° Dim",15,703574,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-940-mr16-36-dim-703574,,,,1,47963,230
193416,27859,Neutralweiß 4000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64480,Neutralweiß,8719514307285,,27602,GU5.3,68819,"5,8 W",38812,490 lm,550 Cd,27556,Philips,phil307285,"MASTER LEDspot Value 5,8-35W GU5.3 940 MR16 60° Dim",15,703577,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-5-8-35w-gu5-3-940-mr16-60-dim-703577,,,,1,47963,230
193417,27859,Neutralweiß 4000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64480,Neutralweiß,8719514307360,,27602,GU5.3,35074,"7,5 W",29939,660 lm,1500 Cd,27556,Philips,phil307360,"MASTER LEDspot Value 7,5-50W GU5.3 940 MR16 36° Dim",24,703580,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-940-mr16-36-dim-703580,,,,1,47963,230
193418,27859,Neutralweiß 4000 K,2022-04-07 23:01:46,"L: 45mm, Ø: 50mm",5440,Dimmbar,68039,64480,Neutralweiß,8719514307421,,27602,GU5.3,35074,"7,5 W",29939,660 lm,770 Cd,27556,Philips,phil307421,"MASTER LEDspot Value 7,5-50W GU5.3 940 MR16 60° Dim",24,703583,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,/p/h/philips-master-ledspot-value-gu5-3_566597.jpg,2023-02-13 03:05:14,philips-master-ledspot-value-7-5-50w-gu5-3-940-mr16-60-dim-703583,,,,1,47963,230
193419,48664,Warmweiß Extra 2200 K - Warmweiß Extra 2700 K,2022-04-07 23:01:46,"L: 54mm, Ø: 50mm",5439,Nicht dimmbar,68039,64546,Variabel,8719514307766,,27603,GU10,49349,"4,8 W",34654,806 lm,600 Cd,27556,Philips,phil307766,LED SSW 50W GU10 WW 36D ND SRT4,19,703600,/p/h/philips-led-sceneswitch-gu-10_568305.jpg,/p/h/philips-led-sceneswitch-gu-10_568305.jpg,2023-02-13 03:05:14,philips-led-ssw-50w-gu10-ww-36d-nd-srt4-703600,,,,1,47963,230
